id,first_name,last_name,email,username,ticket_number,purchase_timestamp,payment_method,raffle_name,status
202,Savannah,Dominguez,karagomez@hotmail.com,elizabeth53,RFL-1201,2025-04-12 15:36:03,Credit Card,Spring Raffle,Cancelled
203,Todd,Miranda,waltersantana@stone-wood.biz,jacksongary,RFL-1202,2025-04-13 00:49:03,Credit Card,Summer Bonanza,Confirmed
204,Joseph,Norman,daviskristi@yahoo.com,calebmartinez,RFL-1203,2025-05-07 14:58:03,Credit Card,Summer Bonanza,Cancelled
205,Tricia,Wilson,douglasronald@reeves-kim.info,wardmargaret,RFL-1204,2025-04-13 23:06:03,PayPal,Winter Giveaway,Pending
206,Colin,Crawford,jacquelinejones@robinson-weber.com,adkinsrhonda,RFL-1205,2025-05-09 21:36:03,PayPal,Summer Bonanza,Cancelled
207,Savannah,Dominguez,karagomez@hotmail.com,elizabeth53,RFL-1206,2025-04-19 16:58:03,PayPal,Summer Bonanza,Pending
208,Shannon,Thompson,wilsonjacqueline@hotmail.com,jennifer49,RFL-1207,2025-04-23 19:43:03,Stripe,Winter Giveaway,Confirmed
209,Rachel,Klein,veronica37@gross.net,kennethhancock,RFL-1208,2025-05-10 04:48:03,Stripe,Winter Giveaway,Pending
210,Shannon,Thompson,wilsonjacqueline@hotmail.com,jennifer49,RFL-1209,2025-05-03 20:09:03,Stripe,Spring Raffle,Pending
211,Phillip,Ramirez,ksolis@yahoo.com,timothy63,RFL-1210,2025-04-21 02:38:03,Stripe,Winter Giveaway,Cancelled
212,Keith,Freeman,oscarlewis@rodriguez-morgan.com,rodriguezsabrina,RFL-1211,2025-04-20 19:25:03,PayPal,Winter Giveaway,Cancelled
213,David,Dominguez,tjones@lopez.com,smithlisa,RFL-1212,2025-04-18 07:56:03,PayPal,Spring Raffle,Cancelled
214,Scott,Davis,samanthadavis@gmail.com,kimberly57,RFL-1213,2025-04-23 07:53:03,Credit Card,Winter Giveaway,Confirmed
215,Ryan,Lopez,flynnsheila@yahoo.com,lutzstephanie,RFL-1214,2025-04-14 21:31:03,PayPal,Summer Bonanza,Confirmed
216,Christopher,Smith,uweaver@yahoo.com,alexandrajoseph,RFL-1215,2025-05-10 11:21:03,PayPal,Winter Giveaway,Pending
217,Alexa,Simpson,laurenrice@fitzgerald.com,millsadam,RFL-1216,2025-04-15 06:43:03,PayPal,Spring Raffle,Confirmed
218,Margaret,Smith,amandawright@joseph.com,michaelmartin,RFL-1217,2025-05-05 10:02:03,PayPal,Spring Raffle,Pending
219,David,Dominguez,tjones@lopez.com,smithlisa,RFL-1218,2025-04-17 07:33:03,Credit Card,Spring Raffle,Cancelled
220,Shelley,Hernandez,griffinjeffrey@weeks-anderson.info,ajones,RFL-1219,2025-04-21 11:25:03,Credit Card,Summer Bonanza,Confirmed
221,David,Dominguez,tjones@lopez.com,smithlisa,RFL-1220,2025-04-11 19:11:03,Credit Card,Spring Raffle,Confirmed
222,Shelby,Hall,shawn91@wright.biz,mariohart,RFL-1221,2025-05-05 05:10:03,Stripe,Winter Giveaway,Cancelled
223,Troy,Boyer,nicholasbrown@garcia.com,yenglish,RFL-1222,2025-05-02 01:24:03,Credit Card,Summer Bonanza,Confirmed
224,Patrick,Coffey,benjaminsmith@shaffer.org,bmartin,RFL-1223,2025-05-02 04:18:03,PayPal,Spring Raffle,Cancelled
225,Miguel,Nelson,courtneylowe@whitehead.com,omar28,RFL-1224,2025-05-02 12:07:03,Stripe,Winter Giveaway,Cancelled
226,Veronica,Roth,fmorales@hotmail.com,kristenharrell,RFL-1225,2025-04-26 11:17:03,PayPal,Summer Bonanza,Confirmed
227,Pamela,Pierce,canderson@russell-johnson.com,ccarpenter,RFL-1226,2025-04-25 18:34:03,Credit Card,Spring Raffle,Confirmed
228,Darlene,Cummings,susanstewart@irwin.com,rebekahrichardson,RFL-1227,2025-04-29 05:11:03,Stripe,Spring Raffle,Cancelled
229,Stephanie,Rosario,heather36@yahoo.com,johngarner,RFL-1228,2025-05-09 02:02:03,PayPal,Spring Raffle,Confirmed
230,Amanda,Schmidt,maryrhodes@combs.com,llee,RFL-1229,2025-04-25 16:20:03,PayPal,Spring Raffle,Cancelled
231,Pamela,Pierce,canderson@russell-johnson.com,ccarpenter,RFL-1230,2025-04-19 10:04:03,Stripe,Spring Raffle,Pending
232,Elizabeth,Flynn,diamondschmidt@arnold.info,xgrimes,RFL-1231,2025-05-06 00:54:03,PayPal,Winter Giveaway,Cancelled
233,Amanda,Schmidt,maryrhodes@combs.com,llee,RFL-1232,2025-04-18 02:49:03,Credit Card,Summer Bonanza,Cancelled
234,Tyler,Allen,gmyers@yahoo.com,mckinneyamy,RFL-1233,2025-05-07 13:18:03,PayPal,Summer Bonanza,Pending
235,Jasmine,Williams,smithjustin@patterson.biz,timothy64,RFL-1234,2025-05-05 22:35:03,Stripe,Winter Giveaway,Pending
236,Derek,Little,jensenbrian@hayes.com,mmiller,RFL-1235,2025-04-29 06:43:03,Credit Card,Winter Giveaway,Confirmed
237,Danielle,Davis,jeffreysolis@yahoo.com,gabrielabaldwin,RFL-1236,2025-04-21 16:31:03,Credit Card,Winter Giveaway,Cancelled
238,Courtney,Wood,rossmartin@hotmail.com,spatrick,RFL-1237,2025-05-11 16:42:03,PayPal,Spring Raffle,Pending
239,Johnathan,Jackson,williamcross@lang.info,jillianschroeder,RFL-1238,2025-04-23 22:21:03,Credit Card,Summer Bonanza,Cancelled
240,Brandi,Davis,bcoffey@gmail.com,ucastro,RFL-1239,2025-05-08 11:01:03,PayPal,Summer Bonanza,Confirmed
241,Danielle,Davis,jeffreysolis@yahoo.com,gabrielabaldwin,RFL-1240,2025-05-02 16:57:03,Credit Card,Summer Bonanza,Pending
242,Cassandra,Swanson,chelseagraves@hotmail.com,leslie40,RFL-1241,2025-04-27 20:18:03,PayPal,Summer Bonanza,Confirmed
243,David,Jones,jeffery56@gmail.com,ericdavidson,RFL-1242,2025-04-12 18:41:03,PayPal,Winter Giveaway,Pending
244,Dawn,Coleman,michele29@gmail.com,todd22,RFL-1243,2025-05-07 04:57:03,Credit Card,Winter Giveaway,Pending
245,Stephen,Nguyen,ybrown@oliver.info,meganford,RFL-1244,2025-04-27 04:41:03,Stripe,Winter Giveaway,Cancelled
246,Johnathan,Jackson,williamcross@lang.info,jillianschroeder,RFL-1245,2025-04-23 18:19:03,Stripe,Winter Giveaway,Pending
247,Cassandra,Swanson,chelseagraves@hotmail.com,leslie40,RFL-1246,2025-04-28 09:37:03,PayPal,Winter Giveaway,Confirmed
248,Lisa,Gould,jimenezsabrina@yahoo.com,brewertaylor,RFL-1247,2025-04-17 01:36:03,Credit Card,Spring Raffle,Pending
249,Rebecca,Walsh,douglas12@turner-schmidt.com,fosterrobin,RFL-1248,2025-05-10 12:15:03,Stripe,Spring Raffle,Pending
250,Beth,Thornton,lscott@matthews.com,martinezsamantha,RFL-1249,2025-04-22 11:39:03,Credit Card,Summer Bonanza,Cancelled
251,Kristin,Mcgee,sergio44@lucero.org,erinreed,RFL-1250,2025-05-10 22:39:03,PayPal,Summer Bonanza,Confirmed
252,Luke,Davis,browndavid@yahoo.com,burnettmichael,RFL-1251,2025-05-08 18:28:03,Credit Card,Winter Giveaway,Pending
253,Robert,Reynolds,adriancollins@huffman-rivas.com,wrightamber,RFL-1252,2025-04-15 10:14:03,Stripe,Summer Bonanza,Cancelled
254,Steven,Fields,josephsparks@bird.com,rodriguezsavannah,RFL-1253,2025-05-09 20:22:03,PayPal,Spring Raffle,Pending
255,Miguel,Nelson,courtneylowe@whitehead.com,omar28,RFL-1254,2025-04-30 18:04:03,Stripe,Spring Raffle,Confirmed
256,Derek,Little,jensenbrian@hayes.com,mmiller,RFL-1255,2025-04-25 20:31:03,Stripe,Winter Giveaway,Pending
257,Morgan,Marks,bbell@gmail.com,bblake,RFL-1256,2025-04-18 06:28:03,PayPal,Summer Bonanza,Cancelled
258,Maria,Vasquez,christophersmith@hotmail.com,jasonroberts,RFL-1257,2025-04-30 01:00:03,PayPal,Spring Raffle,Confirmed
259,Taylor,Johnson,robert76@lewis.org,ocurtis,RFL-1258,2025-05-03 05:33:03,Credit Card,Spring Raffle,Confirmed
260,Robert,Tran,peterevans@yahoo.com,fritzlorraine,RFL-1259,2025-04-28 00:30:03,Stripe,Winter Giveaway,Cancelled
261,Jeffrey,Brown,mcdowelltara@lewis.com,carmen59,RFL-1260,2025-05-08 01:21:03,Stripe,Spring Raffle,Pending
262,Danielle,Jackson,ibennett@beck-martin.org,april80,RFL-1261,2025-05-10 12:09:03,PayPal,Winter Giveaway,Pending
263,Stephanie,Rosario,heather36@yahoo.com,johngarner,RFL-1262,2025-04-25 19:44:03,Credit Card,Spring Raffle,Pending
264,Danielle,Davis,jeffreysolis@yahoo.com,gabrielabaldwin,RFL-1263,2025-05-11 05:53:03,Stripe,Winter Giveaway,Pending
265,Mark,Blackwell,erica63@yahoo.com,cassandradiaz,RFL-1264,2025-04-15 17:19:03,Credit Card,Winter Giveaway,Cancelled
266,Ryan,Lopez,flynnsheila@yahoo.com,lutzstephanie,RFL-1265,2025-04-22 16:15:03,PayPal,Winter Giveaway,Pending
267,Danielle,Davis,jeffreysolis@yahoo.com,gabrielabaldwin,RFL-1266,2025-04-25 06:22:03,PayPal,Spring Raffle,Cancelled
268,Joseph,Adkins,matthewmccormick@turner.biz,sthompson,RFL-1267,2025-04-28 16:22:03,Stripe,Spring Raffle,Confirmed
269,David,Warren,lauraquinn@gmail.com,melissarogers,RFL-1268,2025-04-23 21:04:03,PayPal,Winter Giveaway,Confirmed
270,Megan,Green,mcconnellpaul@wilson.com,yfitzpatrick,RFL-1269,2025-04-28 20:40:03,PayPal,Winter Giveaway,Cancelled
271,Robert,Tran,peterevans@yahoo.com,fritzlorraine,RFL-1270,2025-04-25 19:43:03,Credit Card,Summer Bonanza,Pending
272,Shelley,Hernandez,griffinjeffrey@weeks-anderson.info,ajones,RFL-1271,2025-04-19 19:56:03,Credit Card,Spring Raffle,Pending
273,Miguel,Nelson,courtneylowe@whitehead.com,omar28,RFL-1272,2025-04-19 18:33:03,PayPal,Winter Giveaway,Cancelled
274,Brandi,Bennett,judithhernandez@miller.net,lprince,RFL-1273,2025-05-02 20:51:03,Credit Card,Summer Bonanza,Cancelled
275,Megan,Green,mcconnellpaul@wilson.com,yfitzpatrick,RFL-1274,2025-05-08 00:48:03,PayPal,Summer Bonanza,Confirmed
276,Paul,Horn,alexander64@gmail.com,walexander,RFL-1275,2025-05-08 18:36:03,Credit Card,Summer Bonanza,Pending
277,David,Dominguez,tjones@lopez.com,smithlisa,RFL-1276,2025-04-23 17:03:03,Stripe,Spring Raffle,Cancelled
278,William,Anderson,wesley95@gmail.com,gdodson,RFL-1277,2025-05-09 16:19:03,Credit Card,Winter Giveaway,Cancelled
279,Jason,Torres,kevin87@sims-campbell.com,kellyamy,RFL-1278,2025-05-07 09:01:03,Credit Card,Summer Bonanza,Cancelled
280,Shelley,Hernandez,griffinjeffrey@weeks-anderson.info,ajones,RFL-1279,2025-04-19 23:08:03,PayPal,Winter Giveaway,Confirmed
281,Shannon,Thompson,wilsonjacqueline@hotmail.com,jennifer49,RFL-1280,2025-04-13 23:27:03,Stripe,Summer Bonanza,Pending
282,Beth,Thornton,lscott@matthews.com,martinezsamantha,RFL-1281,2025-04-19 01:22:03,PayPal,Winter Giveaway,Cancelled
283,Shelby,Hall,shawn91@wright.biz,mariohart,RFL-1282,2025-05-03 00:26:03,PayPal,Spring Raffle,Pending
284,Matthew,George,ubonilla@gmail.com,nmcintyre,RFL-1283,2025-04-29 08:21:03,Stripe,Summer Bonanza,Pending
285,Robert,Reynolds,adriancollins@huffman-rivas.com,wrightamber,RFL-1284,2025-04-11 21:03:03,Credit Card,Summer Bonanza,Confirmed
286,Luke,Davis,browndavid@yahoo.com,burnettmichael,RFL-1285,2025-04-27 12:15:03,Stripe,Winter Giveaway,Pending
287,Russell,Brown,fjensen@hopkins.biz,rita07,RFL-1286,2025-05-10 09:05:03,PayPal,Spring Raffle,Pending
288,Jeffrey,Brown,mcdowelltara@lewis.com,carmen59,RFL-1287,2025-05-08 03:33:03,PayPal,Spring Raffle,Pending
289,Alexa,Simpson,laurenrice@fitzgerald.com,millsadam,RFL-1288,2025-05-05 04:22:03,PayPal,Spring Raffle,Cancelled
290,Brandi,Davis,bcoffey@gmail.com,ucastro,RFL-1289,2025-04-18 22:20:03,PayPal,Spring Raffle,Cancelled
291,Rebecca,George,kelly72@yahoo.com,bellderrick,RFL-1290,2025-04-26 08:47:03,Stripe,Spring Raffle,Confirmed
292,Tricia,Wilson,douglasronald@reeves-kim.info,wardmargaret,RFL-1291,2025-04-27 20:07:03,Stripe,Summer Bonanza,Pending
293,William,King,regina05@hurst.com,allenkimberly,RFL-1292,2025-04-24 08:36:03,PayPal,Winter Giveaway,Pending
294,Kristine,Murphy,susan43@yahoo.com,tina43,RFL-1293,2025-04-27 00:56:03,Stripe,Spring Raffle,Cancelled
295,Chad,Howe,harveyjames@peterson-mckinney.com,torresmichaela,RFL-1294,2025-05-03 11:11:03,PayPal,Summer Bonanza,Cancelled
296,Jeffrey,Brown,mcdowelltara@lewis.com,carmen59,RFL-1295,2025-04-29 16:58:03,Stripe,Winter Giveaway,Confirmed
297,Donna,White,mcarey@wright.org,molly77,RFL-1296,2025-04-26 03:06:03,PayPal,Spring Raffle,Cancelled
298,Richard,Harmon,ibrown@murphy.com,miranda33,RFL-1297,2025-05-01 20:47:03,PayPal,Spring Raffle,Confirmed
299,Paul,Jackson,zimmermanhannah@gmail.com,carolcochran,RFL-1298,2025-04-17 02:17:03,Stripe,Spring Raffle,Confirmed
300,William,Anderson,wesley95@gmail.com,gdodson,RFL-1299,2025-04-11 22:45:03,Credit Card,Winter Giveaway,Confirmed
301,Katherine,Greene,robertsdiane@padilla.org,xmedina,RFL-1300,2025-04-20 05:34:03,PayPal,Winter Giveaway,Pending
302,Steven,Fields,josephsparks@bird.com,rodriguezsavannah,RFL-1301,2025-04-21 06:54:03,Stripe,Winter Giveaway,Confirmed
303,Randy,Patterson,rhonda14@smith.com,susanbryan,RFL-1302,2025-04-30 01:45:03,Credit Card,Spring Raffle,Confirmed
304,Joseph,Norman,daviskristi@yahoo.com,calebmartinez,RFL-1303,2025-04-13 09:24:03,Credit Card,Winter Giveaway,Pending
305,Donna,White,mcarey@wright.org,molly77,RFL-1304,2025-04-13 20:30:03,PayPal,Spring Raffle,Pending
306,Stephanie,Rosario,heather36@yahoo.com,johngarner,RFL-1305,2025-04-14 00:51:03,PayPal,Spring Raffle,Pending
307,Rebecca,George,kelly72@yahoo.com,bellderrick,RFL-1306,2025-04-16 20:53:03,PayPal,Summer Bonanza,Confirmed
308,Richard,Harmon,ibrown@murphy.com,miranda33,RFL-1307,2025-05-10 13:49:03,PayPal,Winter Giveaway,Pending
309,Troy,Boyer,nicholasbrown@garcia.com,yenglish,RFL-1308,2025-05-08 23:52:03,Credit Card,Spring Raffle,Confirmed
310,Troy,Boyer,nicholasbrown@garcia.com,yenglish,RFL-1309,2025-04-28 11:09:03,Credit Card,Spring Raffle,Cancelled
311,Leslie,Sloan,brookebrown@smith.com,wschroeder,RFL-1310,2025-04-18 23:16:03,Stripe,Spring Raffle,Pending
312,Kristin,Mcgee,sergio44@lucero.org,erinreed,RFL-1311,2025-04-25 23:02:03,PayPal,Summer Bonanza,Confirmed
313,Paul,Horn,alexander64@gmail.com,walexander,RFL-1312,2025-04-16 20:48:03,Stripe,Spring Raffle,Cancelled
314,Rebecca,Vasquez,frenchbradley@vasquez.info,stanleymatthew,RFL-1313,2025-04-18 17:04:03,PayPal,Spring Raffle,Cancelled
315,Scott,Davis,samanthadavis@gmail.com,kimberly57,RFL-1314,2025-04-17 15:08:03,Credit Card,Spring Raffle,Cancelled
316,Matthew,George,ubonilla@gmail.com,nmcintyre,RFL-1315,2025-05-02 18:52:03,Credit Card,Summer Bonanza,Confirmed
317,Amanda,Schmidt,maryrhodes@combs.com,llee,RFL-1316,2025-04-16 11:55:03,PayPal,Summer Bonanza,Cancelled
318,Kevin,Schmidt,vwalton@ryan.info,jamiesimmons,RFL-1317,2025-05-05 09:25:03,Stripe,Summer Bonanza,Pending
319,Brandi,Bennett,judithhernandez@miller.net,lprince,RFL-1318,2025-05-07 08:15:03,PayPal,Summer Bonanza,Pending
320,Veronica,Roth,fmorales@hotmail.com,kristenharrell,RFL-1319,2025-05-02 02:57:03,PayPal,Summer Bonanza,Pending
321,Robert,Chavez,marydixon@vaughn.info,oburns,RFL-1320,2025-04-16 02:39:03,PayPal,Spring Raffle,Cancelled
322,Stephanie,Diaz,toddrichard@willis.com,richard55,RFL-1321,2025-04-15 10:58:03,Stripe,Summer Bonanza,Pending
323,Phillip,Ramirez,ksolis@yahoo.com,timothy63,RFL-1322,2025-05-07 07:10:03,PayPal,Summer Bonanza,Confirmed
324,Jennifer,Smith,wilsonbrianna@gmail.com,dphillips,RFL-1323,2025-04-18 04:42:03,Stripe,Winter Giveaway,Cancelled
325,Megan,Green,mcconnellpaul@wilson.com,yfitzpatrick,RFL-1324,2025-04-13 19:03:03,Credit Card,Spring Raffle,Pending
326,James,Smith,ggentry@gmail.com,isaacchristensen,RFL-1325,2025-04-25 01:37:03,PayPal,Spring Raffle,Cancelled
327,Stephen,Nguyen,ybrown@oliver.info,meganford,RFL-1326,2025-05-08 14:20:03,Credit Card,Spring Raffle,Confirmed
328,Shelley,Hernandez,griffinjeffrey@weeks-anderson.info,ajones,RFL-1327,2025-04-14 18:37:03,Stripe,Winter Giveaway,Pending
329,Kelly,Watson,elliottdennis@taylor.com,dchavez,RFL-1328,2025-05-01 22:36:03,PayPal,Winter Giveaway,Pending
330,Todd,Miranda,waltersantana@stone-wood.biz,jacksongary,RFL-1329,2025-04-24 23:29:03,Stripe,Spring Raffle,Pending
331,Stephanie,Diaz,toddrichard@willis.com,richard55,RFL-1330,2025-04-26 18:41:03,PayPal,Spring Raffle,Pending
332,Tricia,Wilson,douglasronald@reeves-kim.info,wardmargaret,RFL-1331,2025-05-07 10:36:03,PayPal,Summer Bonanza,Cancelled
333,Susan,Marquez,reginald74@gmail.com,josephwest,RFL-1332,2025-05-11 09:26:03,Stripe,Summer Bonanza,Confirmed
334,Erik,Miller,robertkelly@tyler.com,johnstonronald,RFL-1333,2025-04-28 04:30:03,PayPal,Summer Bonanza,Cancelled
335,Crystal,Rios,cruzmegan@yahoo.com,johnadkins,RFL-1334,2025-05-10 21:28:03,Stripe,Spring Raffle,Cancelled
336,Margaret,Smith,amandawright@joseph.com,michaelmartin,RFL-1335,2025-04-18 01:24:03,Stripe,Summer Bonanza,Pending
337,Rebecca,Walsh,douglas12@turner-schmidt.com,fosterrobin,RFL-1336,2025-04-20 10:35:03,Credit Card,Winter Giveaway,Cancelled
338,Megan,Green,mcconnellpaul@wilson.com,yfitzpatrick,RFL-1337,2025-05-02 15:01:03,Credit Card,Spring Raffle,Confirmed
339,James,Smith,ggentry@gmail.com,isaacchristensen,RFL-1338,2025-04-28 03:07:03,Stripe,Winter Giveaway,Pending
340,Derek,Little,jensenbrian@hayes.com,mmiller,RFL-1339,2025-05-11 08:53:03,PayPal,Spring Raffle,Confirmed
341,Pamela,Pierce,canderson@russell-johnson.com,ccarpenter,RFL-1340,2025-04-27 20:20:03,PayPal,Winter Giveaway,Pending
342,David,Krueger,jamesgibbs@ruiz.com,laurie18,RFL-1341,2025-04-18 16:36:03,PayPal,Spring Raffle,Cancelled
343,David,Dominguez,tjones@lopez.com,smithlisa,RFL-1342,2025-05-04 16:45:03,Stripe,Spring Raffle,Cancelled
344,Kristine,Murphy,susan43@yahoo.com,tina43,RFL-1343,2025-04-28 17:16:03,PayPal,Spring Raffle,Confirmed
345,Erik,Sloan,jonesteresa@hotmail.com,cynthia08,RFL-1344,2025-04-19 20:17:03,PayPal,Summer Bonanza,Cancelled
346,Shelley,Hernandez,griffinjeffrey@weeks-anderson.info,ajones,RFL-1345,2025-05-04 07:31:03,Stripe,Summer Bonanza,Cancelled
347,Cynthia,Chapman,amy08@perez.com,lopezmatthew,RFL-1346,2025-05-08 16:52:03,Credit Card,Summer Bonanza,Pending
348,Brandi,Bennett,judithhernandez@miller.net,lprince,RFL-1347,2025-05-05 06:18:03,Stripe,Winter Giveaway,Confirmed
349,Todd,Miranda,waltersantana@stone-wood.biz,jacksongary,RFL-1348,2025-05-07 01:19:03,Credit Card,Summer Bonanza,Cancelled
350,Maria,Vasquez,christophersmith@hotmail.com,jasonroberts,RFL-1349,2025-04-21 04:13:03,Stripe,Spring Raffle,Pending
351,Matthew,George,ubonilla@gmail.com,nmcintyre,RFL-1350,2025-04-21 21:40:03,Stripe,Spring Raffle,Confirmed
352,Mark,Blackwell,erica63@yahoo.com,cassandradiaz,RFL-1351,2025-04-23 11:22:03,Stripe,Spring Raffle,Confirmed
353,Jeffery,Hernandez,jessicaevans@yahoo.com,larrykoch,RFL-1352,2025-04-12 11:56:03,Credit Card,Winter Giveaway,Confirmed
354,Margaret,Smith,amandawright@joseph.com,michaelmartin,RFL-1353,2025-04-12 07:57:03,Stripe,Spring Raffle,Cancelled
355,Crystal,Rios,cruzmegan@yahoo.com,johnadkins,RFL-1354,2025-05-10 15:50:03,Credit Card,Spring Raffle,Confirmed
356,Miguel,Nelson,courtneylowe@whitehead.com,omar28,RFL-1355,2025-04-12 01:10:03,Stripe,Summer Bonanza,Pending
357,Courtney,Wood,rossmartin@hotmail.com,spatrick,RFL-1356,2025-04-21 07:00:03,PayPal,Summer Bonanza,Cancelled
358,Alexa,Simpson,laurenrice@fitzgerald.com,millsadam,RFL-1357,2025-04-29 17:20:03,PayPal,Winter Giveaway,Cancelled
359,Scott,Davis,samanthadavis@gmail.com,kimberly57,RFL-1358,2025-05-03 20:13:03,PayPal,Winter Giveaway,Pending
360,Ryan,Lopez,flynnsheila@yahoo.com,lutzstephanie,RFL-1359,2025-05-06 01:43:03,Credit Card,Spring Raffle,Cancelled
361,Brandi,Davis,bcoffey@gmail.com,ucastro,RFL-1360,2025-04-18 00:35:03,PayPal,Winter Giveaway,Pending
362,Jeffrey,Brown,mcdowelltara@lewis.com,carmen59,RFL-1361,2025-05-04 10:32:03,PayPal,Spring Raffle,Cancelled
363,Matthew,George,ubonilla@gmail.com,nmcintyre,RFL-1362,2025-05-11 07:07:03,Credit Card,Spring Raffle,Pending
364,Richard,Harmon,ibrown@murphy.com,miranda33,RFL-1363,2025-05-04 15:02:03,PayPal,Winter Giveaway,Cancelled
365,Amanda,Schmidt,maryrhodes@combs.com,llee,RFL-1364,2025-05-05 07:54:03,Stripe,Summer Bonanza,Confirmed
366,Derek,Little,jensenbrian@hayes.com,mmiller,RFL-1365,2025-04-15 02:43:03,Stripe,Spring Raffle,Cancelled
367,Brandi,Davis,bcoffey@gmail.com,ucastro,RFL-1366,2025-05-09 17:03:03,Stripe,Winter Giveaway,Pending
368,Joseph,Norman,daviskristi@yahoo.com,calebmartinez,RFL-1367,2025-04-26 00:45:03,PayPal,Winter Giveaway,Pending
369,Susan,Marquez,reginald74@gmail.com,josephwest,RFL-1368,2025-04-27 16:12:03,PayPal,Summer Bonanza,Cancelled
370,David,Dominguez,tjones@lopez.com,smithlisa,RFL-1369,2025-04-26 17:10:03,Stripe,Winter Giveaway,Pending
371,Cassandra,Swanson,chelseagraves@hotmail.com,leslie40,RFL-1370,2025-05-03 06:46:03,Credit Card,Spring Raffle,Pending
372,Todd,Miranda,waltersantana@stone-wood.biz,jacksongary,RFL-1371,2025-04-24 16:58:03,PayPal,Spring Raffle,Confirmed
373,Cynthia,Chapman,amy08@perez.com,lopezmatthew,RFL-1372,2025-04-25 08:28:03,Credit Card,Winter Giveaway,Pending
374,Rebecca,Walsh,douglas12@turner-schmidt.com,fosterrobin,RFL-1373,2025-04-18 11:29:03,Stripe,Spring Raffle,Confirmed
375,David,Morris,seanortiz@gmail.com,paullittle,RFL-1374,2025-04-24 01:46:03,PayPal,Winter Giveaway,Pending
376,Pamela,Pierce,canderson@russell-johnson.com,ccarpenter,RFL-1375,2025-05-11 10:50:03,Stripe,Winter Giveaway,Confirmed
377,Laura,Patel,kimberlymeyer@gmail.com,oanderson,RFL-1376,2025-04-20 06:10:03,Credit Card,Winter Giveaway,Pending
378,Micheal,Johnson,tferguson@morales-richard.org,randy01,RFL-1377,2025-05-01 23:43:03,Stripe,Summer Bonanza,Cancelled
379,Robert,Tran,peterevans@yahoo.com,fritzlorraine,RFL-1378,2025-05-11 00:45:03,Stripe,Summer Bonanza,Cancelled
380,Amanda,Schmidt,maryrhodes@combs.com,llee,RFL-1379,2025-04-12 11:44:03,PayPal,Spring Raffle,Cancelled
381,Jason,Torres,kevin87@sims-campbell.com,kellyamy,RFL-1380,2025-04-27 06:57:03,Credit Card,Winter Giveaway,Pending
382,Micheal,Johnson,tferguson@morales-richard.org,randy01,RFL-1381,2025-05-08 15:54:03,Credit Card,Summer Bonanza,Pending
383,Paul,Jackson,zimmermanhannah@gmail.com,carolcochran,RFL-1382,2025-05-06 02:49:03,Credit Card,Summer Bonanza,Pending
384,Amanda,Schmidt,maryrhodes@combs.com,llee,RFL-1383,2025-05-04 05:16:03,Stripe,Summer Bonanza,Confirmed
385,Shelby,Hall,shawn91@wright.biz,mariohart,RFL-1384,2025-04-19 15:04:03,Credit Card,Winter Giveaway,Cancelled
386,Erik,Miller,robertkelly@tyler.com,johnstonronald,RFL-1385,2025-04-16 12:08:03,Stripe,Spring Raffle,Pending
387,Steven,Fields,josephsparks@bird.com,rodriguezsavannah,RFL-1386,2025-04-30 22:19:03,PayPal,Summer Bonanza,Pending
388,Chad,Howe,harveyjames@peterson-mckinney.com,torresmichaela,RFL-1387,2025-05-06 20:17:03,Credit Card,Winter Giveaway,Cancelled
389,Paul,Jackson,zimmermanhannah@gmail.com,carolcochran,RFL-1388,2025-04-21 05:37:03,Stripe,Summer Bonanza,Cancelled
390,Steven,Fields,josephsparks@bird.com,rodriguezsavannah,RFL-1389,2025-05-10 05:29:03,Stripe,Spring Raffle,Confirmed
391,Susan,Marquez,reginald74@gmail.com,josephwest,RFL-1390,2025-04-18 01:19:03,Stripe,Spring Raffle,Pending
392,Morgan,Marks,bbell@gmail.com,bblake,RFL-1391,2025-05-07 20:57:03,Stripe,Spring Raffle,Pending
393,Paul,Jackson,zimmermanhannah@gmail.com,carolcochran,RFL-1392,2025-05-05 04:48:03,Stripe,Summer Bonanza,Cancelled
394,Stephanie,Becker,lisa91@hotmail.com,jbutler,RFL-1393,2025-05-05 20:07:03,PayPal,Summer Bonanza,Cancelled
395,Dawn,Coleman,michele29@gmail.com,todd22,RFL-1394,2025-04-21 02:48:03,PayPal,Summer Bonanza,Pending
396,Matthew,George,ubonilla@gmail.com,nmcintyre,RFL-1395,2025-05-07 07:12:03,PayPal,Spring Raffle,Pending
397,Pamela,Pierce,canderson@russell-johnson.com,ccarpenter,RFL-1396,2025-04-26 09:07:03,Stripe,Spring Raffle,Pending
398,Pamela,Pierce,canderson@russell-johnson.com,ccarpenter,RFL-1397,2025-05-01 18:56:03,PayPal,Winter Giveaway,Cancelled
399,Rebecca,George,kelly72@yahoo.com,bellderrick,RFL-1398,2025-05-11 08:36:03,PayPal,Spring Raffle,Cancelled
400,Maria,Vasquez,christophersmith@hotmail.com,jasonroberts,RFL-1399,2025-05-04 23:57:03,PayPal,Winter Giveaway,Cancelled
